65.76667,-111.23333
75.37,-105.72
74.71667,-94.98333
74.72,-94.98
73.77,-105.28
65.88,-89.45
41.13332,-104.86719
42.5167,-108.7833
41.7253,-106.4594
41.1533,-104.1302
41.03704,-107.49976
42.2597,-104.7283
43.1846,-111.0424
43.7136,-108.3897
42.05472,-104.93711
62.11667,-136.18333
60.76667,-137.58333
60.16667,-132.76667
60.71667,-135.06667
67.1,-157.85
68.13361,-151.74333
61.17444,-149.99611
61.58139,-159.54278
68.11444,-145.57917
61.93333,-147.16667
61.41667,-149.51667
60.77972,-161.83778
64,-145.73333
71.28528,-156.76583
70.13389,-143.57694
66.91667,-151.51667
65.98222,-161.15194
60.49167,-145.47778
64.77639,-141.15083
60.57306,-151.245
64.54796,-149.08398
64.80389,-147.87611
66.56667,-145.26667
64.73333,-156.93333
63.76667,-171.73333
62.15,-145.45
62.88333,-149.83333
63.73333,-148.91667
62.05,-163.3
61.18333,-149.96667
62.96667,-155.61667
63.88056,-152.30056
62.0953,-163.6819
61.21667,-149.85
64.51194,-165.445
62.96111,-141.92889
66.88576,-162.60624
61.6,-149.08333
68.35,-166.8
69.71667,-163
62.1,-152.75
70.2,-148.46667
61.69735,-157.16712
63.68333,-170.5
60.48333,-151.03333
65.16667,-152.1
62.32056,-150.09361
70.31667,-149.58333
63.88333,-160.8
61.13333,-146.26667
67.56667,-162.98333
61.25306,-149.79389
64.65,-147.1
64.83667,-147.59556
61.26667,-149.65
66.98333,-160.43333
64.93389,-161.15806
64.31667,-158.73333
70.33333,-150.93333
70.21,-151.00556
66.61667,-160
52.71667,174.11667
67.73333,-164.55
61.57194,-149.54056
65.6975,-156.35111
61.8453,-165.5713
61.8643,-162.0261
63.019,-154.358
63.48954,-162.11203
61.775,-161.3194
70.4673,-157.4357
64.3711,-161.224
66.8175,-161.0223
66.8881,-157.1624
65.6226,-168.0949
65.2404,-166.3393
60.7903,-161.4437
60.906,-162.4406
70.136,-146.2901
13.58333,144.93333
13.48395,144.79712
19.28333,166.65
27.84,-91.988
27.195,-90.027
29.229,-87.781
28.35,-88.26667
14.18333,145.25
15.11667,145.73333
14.98333,145.61667
61.25,-124.47
65.21667,-123.43333
61.31667,-117.6
61.77,-121.23
60.83,-115.78
68.30596,-133.5014
63.15,-117.26667
61.11667,-122.85
69.63333,-135.43333
68.75,-133.5
69.18333,-122.35
62.46667,-114.45
61.25,-123.75
73.00599,-85.003276
64.21667,-76.53333
61.13333,-100.9
63.75,-68.55
65.76667,-111.23333
75.37,-105.72
74.71667,-94.98333
74.72,-94.98
73.77,-105.28
65.88,-89.45
62.11667,-136.18333
60.76667,-137.58333
60.71667,-135.06667
67.1,-157.85
68.13361,-151.74333
61.17444,-149.99611
61.58139,-159.54278
68.11444,-145.57917
61.93333,-147.16667
61.41667,-149.51667
60.77972,-161.83778
64,-145.73333
71.28528,-156.76583
70.13389,-143.57694
66.91667,-151.51667
65.98222,-161.15194
60.49167,-145.47778
64.77639,-141.15083
60.57306,-151.245
64.54796,-149.08398
64.80389,-147.87611
66.56667,-145.26667
64.73333,-156.93333
63.76667,-171.73333
62.15,-145.45
62.88333,-149.83333
63.73333,-148.91667
62.05,-163.3
61.18333,-149.96667
62.96667,-155.61667
63.88056,-152.30056
62.0953,-163.6819
61.21667,-149.85
64.51194,-165.445
62.96111,-141.92889
66.88576,-162.60624
61.6,-149.08333
68.35,-166.8
69.71667,-163
62.1,-152.75
70.2,-148.46667
61.69735,-157.16712
63.68333,-170.5
60.48333,-151.03333
65.16667,-152.1
62.32056,-150.09361
70.31667,-149.58333
63.88333,-160.8
61.13333,-146.26667
67.56667,-162.98333
61.25306,-149.79389
64.65,-147.1
64.83667,-147.59556
61.26667,-149.65
66.98333,-160.43333
64.93389,-161.15806
64.31667,-158.73333
70.33333,-150.93333
70.21,-151.00556
66.61667,-160
52.71667,174.11667
67.73333,-164.55
61.57194,-149.54056
65.6975,-156.35111
61.8453,-165.5713
61.8643,-162.0261
63.019,-154.358
63.48954,-162.11203
61.775,-161.3194
70.4673,-157.4357
64.3711,-161.224
66.8175,-161.0223
66.8881,-157.1624
65.6226,-168.0949
65.2404,-166.3393
60.7903,-161.4437
60.906,-162.4406
70.136,-146.2901
13.58333,144.93333
13.48395,144.79712
19.28333,166.65
27.84,-91.988
27.195,-90.027
29.229,-87.781
28.35,-88.26667
14.18333,145.25
15.11667,145.73333
14.98333,145.61667
61.25,-124.47
65.21667,-123.43333
61.31667,-117.6
61.77,-121.23
60.83,-115.78
68.30596,-133.5014
63.15,-117.26667
61.11667,-122.85
69.63333,-135.43333
68.75,-133.5
69.18333,-122.35
62.46667,-114.45
61.25,-123.75
73.00599,-85.003276
64.21667,-76.53333
61.13333,-100.9
63.75,-68.55
65.76667,-111.23333
75.37,-105.72
74.71667,-94.98333
74.72,-94.98
73.77,-105.28
65.88,-89.45
62.11667,-136.18333
60.76667,-137.58333
60.71667,-135.06667
67.1,-157.85
68.13361,-151.74333
61.17444,-149.99611
61.58139,-159.54278
68.11444,-145.57917
61.93333,-147.16667
61.41667,-149.51667
60.77972,-161.83778
64,-145.73333
71.28528,-156.76583
70.13389,-143.57694
66.91667,-151.51667
65.98222,-161.15194
60.49167,-145.47778
64.77639,-141.15083
60.57306,-151.245
64.54796,-149.08398
64.80389,-147.87611
66.56667,-145.26667
64.73333,-156.93333
63.76667,-171.73333
62.15,-145.45
62.88333,-149.83333
63.73333,-148.91667
62.05,-163.3
61.18333,-149.96667
62.96667,-155.61667
63.88056,-152.30056
62.0953,-163.6819
61.21667,-149.85
64.51194,-165.445
62.96111,-141.92889
66.88576,-162.60624
61.6,-149.08333
68.35,-166.8
69.71667,-163
62.1,-152.75
70.2,-148.46667
61.69735,-157.16712
63.68333,-170.5
60.48333,-151.03333
65.16667,-152.1
62.32056,-150.09361
70.31667,-149.58333
63.88333,-160.8
61.13333,-146.26667
67.56667,-162.98333
61.25306,-149.79389
64.65,-147.1
64.83667,-147.59556
61.26667,-149.65
66.98333,-160.43333
64.93389,-161.15806
64.31667,-158.73333
70.33333,-150.93333
70.21,-151.00556
66.61667,-160
52.71667,174.11667
67.73333,-164.55
61.57194,-149.54056
65.6975,-156.35111
61.8453,-165.5713
61.8643,-162.0261
63.019,-154.358
63.48954,-162.11203
61.775,-161.3194
70.4673,-157.4357
64.3711,-161.224
66.8175,-161.0223
66.8881,-157.1624
65.6226,-168.0949
65.2404,-166.3393
60.7903,-161.4437
60.906,-162.4406
70.136,-146.2901
13.58333,144.93333
13.48395,144.79712
19.28333,166.65
27.84,-91.988
27.195,-90.027
29.229,-87.781
28.35,-88.26667
14.18333,145.25
15.11667,145.73333
14.98333,145.61667
61.25,-124.47
65.21667,-123.43333
61.31667,-117.6
61.77,-121.23
60.83,-115.78
68.30596,-133.5014
63.15,-117.26667
61.11667,-122.85
69.63333,-135.43333
68.75,-133.5
69.18333,-122.35
62.46667,-114.45
61.25,-123.75
73.00599,-85.003276
64.21667,-76.53333
61.13333,-100.9
63.75,-68.55
65.76667,-111.23333
75.37,-105.72
74.71667,-94.98333
74.72,-94.98
73.77,-105.28
65.88,-89.45
62.11667,-136.18333
60.76667,-137.58333
60.71667,-135.06667
67.1,-157.85
68.13361,-151.74333
61.17444,-149.99611
61.58139,-159.54278
68.11444,-145.57917
61.93333,-147.16667
61.41667,-149.51667
60.77972,-161.83778
64,-145.73333
71.28528,-156.76583
70.13389,-143.57694
66.91667,-151.51667
65.98222,-161.15194
60.49167,-145.47778
64.77639,-141.15083
60.57306,-151.245
64.54796,-149.08398
64.80389,-147.87611
66.56667,-145.26667
64.73333,-156.93333
63.76667,-171.73333
62.15,-145.45
62.88333,-149.83333
63.73333,-148.91667
62.05,-163.3
61.18333,-149.96667
62.96667,-155.61667
63.88056,-152.30056
62.0953,-163.6819
61.21667,-149.85
64.51194,-165.445
62.96111,-141.92889
66.88576,-162.60624
61.6,-149.08333
68.35,-166.8
69.71667,-163
62.1,-152.75
70.2,-148.46667
61.69735,-157.16712
63.68333,-170.5
60.48333,-151.03333
65.16667,-152.1
62.32056,-150.09361
70.31667,-149.58333
63.88333,-160.8
61.13333,-146.26667
67.56667,-162.98333
61.25306,-149.79389
64.65,-147.1
64.83667,-147.59556
61.26667,-149.65
66.98333,-160.43333
64.93389,-161.15806
64.31667,-158.73333
70.33333,-150.93333
70.21,-151.00556
66.61667,-160
52.71667,174.11667
67.73333,-164.55
61.57194,-149.54056
65.6975,-156.35111
61.8453,-165.5713
61.8643,-162.0261
63.019,-154.358
63.48954,-162.11203
61.775,-161.3194
70.4673,-157.4357
64.3711,-161.224
66.8175,-161.0223
66.8881,-157.1624
65.6226,-168.0949
65.2404,-166.3393
60.7903,-161.4437
60.906,-162.4406
70.136,-146.2901
13.58333,144.93333
13.48395,144.79712
19.28333,166.65
27.84,-91.988
27.195,-90.027
29.229,-87.781
28.35,-88.26667
14.18333,145.25
15.11667,145.73333
14.98333,145.61667
61.25,-124.47
65.21667,-123.43333
61.31667,-117.6
61.77,-121.23
60.83,-115.78
68.30596,-133.5014
63.15,-117.26667
61.11667,-122.85
69.63333,-135.43333
68.75,-133.5
69.18333,-122.35
62.46667,-114.45
61.25,-123.75
73.00599,-85.003276
64.21667,-76.53333
61.13333,-100.9
63.75,-68.55
65.76667,-111.23333
75.37,-105.72
74.71667,-94.98333
74.72,-94.98
73.77,-105.28
65.88,-89.45
62.11667,-136.18333
60.76667,-137.58333
60.71667,-135.06667
67.1,-157.85
68.13361,-151.74333
61.17444,-149.99611
61.58139,-159.54278
68.11444,-145.57917
61.93333,-147.16667
61.41667,-149.51667
60.77972,-161.83778
64,-145.73333
71.28528,-156.76583
70.13389,-143.57694
66.91667,-151.51667
65.98222,-161.15194
60.49167,-145.47778
64.77639,-141.15083
60.57306,-151.245
64.54796,-149.08398
64.80389,-147.87611
66.56667,-145.26667
64.73333,-156.93333
63.76667,-171.73333
62.15,-145.45
62.88333,-149.83333
63.73333,-148.91667
62.05,-163.3
61.18333,-149.96667
62.96667,-155.61667
63.88056,-152.30056
62.0953,-163.6819
61.21667,-149.85
64.51194,-165.445
62.96111,-141.92889
66.88576,-162.60624
61.6,-149.08333
68.35,-166.8
69.71667,-163
62.1,-152.75
70.2,-148.46667
61.69735,-157.16712
63.68333,-170.5
60.48333,-151.03333
65.16667,-152.1
62.32056,-150.09361
70.31667,-149.58333
63.88333,-160.8
61.13333,-146.26667
67.56667,-162.98333
61.25306,-149.79389
64.65,-147.1
64.83667,-147.59556
61.26667,-149.65
66.98333,-160.43333
64.93389,-161.15806
64.31667,-158.73333
70.33333,-150.93333
70.21,-151.00556
66.61667,-160
52.71667,174.11667
67.73333,-164.55
61.57194,-149.54056
65.6975,-156.35111
61.8453,-165.5713
61.8643,-162.0261
63.019,-154.358
63.48954,-162.11203
61.775,-161.3194
70.4673,-157.4357
64.3711,-161.224
66.8175,-161.0223
66.8881,-157.1624
65.6226,-168.0949
65.2404,-166.3393
60.7903,-161.4437
60.906,-162.4406
70.136,-146.2901
13.58333,144.93333
13.48395,144.79712
19.28333,166.65
27.84,-91.988
27.195,-90.027
29.229,-87.781
28.35,-88.26667
14.18333,145.25
15.11667,145.73333
14.98333,145.61667
61.25,-124.47
65.21667,-123.43333
61.31667,-117.6
61.77,-121.23
60.83,-115.78
68.30596,-133.5014
63.15,-117.26667
61.11667,-122.85
69.63333,-135.43333
68.75,-133.5
69.18333,-122.35
62.46667,-114.45
61.25,-123.75
73.00599,-85.003276
64.21667,-76.53333
61.13333,-100.9
63.75,-68.55
65.76667,-111.23333
75.37,-105.72
74.71667,-94.98333
74.72,-94.98
73.77,-105.28
65.88,-89.45
62.11667,-136.18333
60.76667,-137.58333
60.71667,-135.06667
67.1,-157.85
68.13361,-151.74333
61.17444,-149.99611
61.58139,-159.54278
68.11444,-145.57917
61.93333,-147.16667
61.41667,-149.51667
60.77972,-161.83778
64,-145.73333
71.28528,-156.76583
70.13389,-143.57694
66.91667,-151.51667
65.98222,-161.15194
60.49167,-145.47778
64.77639,-141.15083
60.57306,-151.245
64.54796,-149.08398
64.80389,-147.87611
66.56667,-145.26667
64.73333,-156.93333
63.76667,-171.73333
62.15,-145.45
62.88333,-149.83333
63.73333,-148.91667
62.05,-163.3
61.18333,-149.96667
62.96667,-155.61667
63.88056,-152.30056
62.0953,-163.6819
61.21667,-149.85
64.51194,-165.445
62.96111,-141.92889
66.88576,-162.60624
61.6,-149.08333
68.35,-166.8
69.71667,-163
62.1,-152.75
70.2,-148.46667
61.69735,-157.16712
63.68333,-170.5
60.48333,-151.03333
65.16667,-152.1
62.32056,-150.09361
70.31667,-149.58333
63.88333,-160.8
61.13333,-146.26667
67.56667,-162.98333
61.25306,-149.79389
64.65,-147.1
64.83667,-147.59556
61.26667,-149.65
66.98333,-160.43333
64.93389,-161.15806
64.31667,-158.73333
70.33333,-150.93333
70.21,-151.00556
66.61667,-160
52.71667,174.11667
67.73333,-164.55
61.57194,-149.54056
65.6975,-156.35111
61.8453,-165.5713
61.8643,-162.0261
63.019,-154.358
63.48954,-162.11203
61.775,-161.3194
70.4673,-157.4357
64.3711,-161.224
66.8175,-161.0223
66.8881,-157.1624
65.6226,-168.0949
65.2404,-166.3393
60.7903,-161.4437
60.906,-162.4406
70.136,-146.2901
13.58333,144.93333
13.48395,144.79712
19.28333,166.65
27.84,-91.988
27.195,-90.027
29.229,-87.781
28.35,-88.26667
14.18333,145.25
15.11667,145.73333
14.98333,145.61667
61.25,-124.47
65.21667,-123.43333
61.31667,-117.6
61.77,-121.23
60.83,-115.78
68.30596,-133.5014
63.15,-117.26667
61.11667,-122.85
69.63333,-135.43333
68.75,-133.5
69.18333,-122.35
62.46667,-114.45
61.25,-123.75
73.00599,-85.003276
64.21667,-76.53333
61.13333,-100.9
63.75,-68.55
65.76667,-111.23333
75.37,-105.72
74.71667,-94.98333
74.72,-94.98
73.77,-105.28
65.88,-89.45
62.11667,-136.18333
60.76667,-137.58333
60.71667,-135.06667
67.1,-157.85
68.13361,-151.74333
61.17444,-149.99611
61.58139,-159.54278
68.11444,-145.57917
61.93333,-147.16667
61.41667,-149.51667
60.77972,-161.83778
64,-145.73333
71.28528,-156.76583
70.13389,-143.57694
66.91667,-151.51667
65.98222,-161.15194
60.49167,-145.47778
64.77639,-141.15083
60.57306,-151.245
64.54796,-149.08398
64.80389,-147.87611
66.56667,-145.26667
64.73333,-156.93333
63.76667,-171.73333
62.15,-145.45
62.88333,-149.83333
63.73333,-148.91667
62.05,-163.3
61.18333,-149.96667
62.96667,-155.61667
63.88056,-152.30056
62.0953,-163.6819
61.21667,-149.85
64.51194,-165.445
62.96111,-141.92889
66.88576,-162.60624
61.6,-149.08333
68.35,-166.8
69.71667,-163
62.1,-152.75
70.2,-148.46667
61.69735,-157.16712
63.68333,-170.5
60.48333,-151.03333
65.16667,-152.1
62.32056,-150.09361
70.31667,-149.58333
63.88333,-160.8
61.13333,-146.26667
67.56667,-162.98333
61.25306,-149.79389
64.65,-147.1
64.83667,-147.59556
61.26667,-149.65
66.98333,-160.43333
64.93389,-161.15806
64.31667,-158.73333
70.33333,-150.93333
70.21,-151.00556
66.61667,-160
52.71667,174.11667
67.73333,-164.55
61.57194,-149.54056
65.6975,-156.35111
61.8453,-165.5713
61.8643,-162.0261
63.019,-154.358
63.48954,-162.11203
61.775,-161.3194
70.4673,-157.4357
64.3711,-161.224
66.8175,-161.0223
66.8881,-157.1624
65.6226,-168.0949
65.2404,-166.3393
60.7903,-161.4437
60.906,-162.4406
70.136,-146.2901
13.58333,144.93333
13.48395,144.79712
19.28333,166.65
27.84,-91.988
27.195,-90.027
29.229,-87.781
28.35,-88.26667
14.18333,145.25
15.11667,145.73333
14.98333,145.61667
61.25,-124.47
65.21667,-123.43333
61.31667,-117.6
61.77,-121.23
60.83,-115.78
68.30596,-133.5014
63.15,-117.26667
61.11667,-122.85
69.63333,-135.43333
68.75,-133.5
69.18333,-122.35
62.46667,-114.45
61.25,-123.75
73.00599,-85.003276
64.21667,-76.53333
61.13333,-100.9
63.75,-68.55
65.76667,-111.23333
75.37,-105.72
74.71667,-94.98333
74.72,-94.98
73.77,-105.28
65.88,-89.45
62.11667,-136.18333
60.76667,-137.58333
60.71667,-135.06667
67.1,-157.85
68.13361,-151.74333
61.17444,-149.99611
61.58139,-159.54278
68.11444,-145.57917
61.93333,-147.16667
61.41667,-149.51667
60.77972,-161.83778
64,-145.73333
71.28528,-156.76583
70.13389,-143.57694
66.91667,-151.51667
65.98222,-161.15194
60.49167,-145.47778
64.77639,-141.15083
60.57306,-151.245
64.54796,-149.08398
64.80389,-147.87611
66.56667,-145.26667
64.73333,-156.93333
63.76667,-171.73333
62.15,-145.45
62.88333,-149.83333
63.73333,-148.91667
62.05,-163.3
61.18333,-149.96667
62.96667,-155.61667
63.88056,-152.30056
62.0953,-163.6819
61.21667,-149.85
64.51194,-165.445
62.96111,-141.92889
66.88576,-162.60624
61.6,-149.08333
68.35,-166.8
69.71667,-163
62.1,-152.75
70.2,-148.46667
61.69735,-157.16712
63.68333,-170.5
60.48333,-151.03333
65.16667,-152.1
62.32056,-150.09361
70.31667,-149.58333
63.88333,-160.8
61.13333,-146.26667
67.56667,-162.98333
61.25306,-149.79389
64.65,-147.1
64.83667,-147.59556
61.26667,-149.65
66.98333,-160.43333
64.93389,-161.15806
64.31667,-158.73333
70.33333,-150.93333
70.21,-151.00556
66.61667,-160
52.71667,174.11667
67.73333,-164.55
61.57194,-149.54056
65.6975,-156.35111
61.8453,-165.5713
61.8643,-162.0261
63.019,-154.358
63.48954,-162.11203
61.775,-161.3194
70.4673,-157.4357
64.3711,-161.224
66.8175,-161.0223
66.8881,-157.1624
65.6226,-168.0949
65.2404,-166.3393
60.7903,-161.4437
60.906,-162.4406
70.136,-146.2901
13.58333,144.93333
13.48395,144.79712
19.28333,166.65
27.84,-91.988
27.195,-90.027
29.229,-87.781
28.35,-88.26667
14.18333,145.25
15.11667,145.73333
14.98333,145.61667
61.25,-124.47
65.21667,-123.43333
61.31667,-117.6
61.77,-121.23
60.83,-115.78
68.30596,-133.5014
63.15,-117.26667
61.11667,-122.85
69.63333,-135.43333
68.75,-133.5
69.18333,-122.35
62.46667,-114.45
61.25,-123.75
73.00599,-85.003276
64.21667,-76.53333
61.13333,-100.9
63.75,-68.55
65.76667,-111.23333
75.37,-105.72
74.71667,-94.98333
74.72,-94.98
73.77,-105.28
65.88,-89.45
62.11667,-136.18333
60.76667,-137.58333
60.71667,-135.06667
67.1,-157.85
68.13361,-151.74333
61.17444,-149.99611
61.58139,-159.54278
68.11444,-145.57917
61.93333,-147.16667
61.41667,-149.51667
60.77972,-161.83778
64,-145.73333
71.28528,-156.76583
70.13389,-143.57694
66.91667,-151.51667
65.98222,-161.15194
60.49167,-145.47778
64.77639,-141.15083
60.57306,-151.245
64.54796,-149.08398
64.80389,-147.87611
66.56667,-145.26667
64.73333,-156.93333
63.76667,-171.73333
62.15,-145.45
62.88333,-149.83333
63.73333,-148.91667
62.05,-163.3
61.18333,-149.96667
62.96667,-155.61667
63.88056,-152.30056
62.0953,-163.6819
61.21667,-149.85
64.51194,-165.445
62.96111,-141.92889
66.88576,-162.60624
61.6,-149.08333
68.35,-166.8
69.71667,-163
62.1,-152.75
70.2,-148.46667
61.69735,-157.16712
63.68333,-170.5
60.48333,-151.03333
65.16667,-152.1
62.32056,-150.09361
70.31667,-149.58333
63.88333,-160.8
61.13333,-146.26667
67.56667,-162.98333
61.25306,-149.79389
64.65,-147.1
64.83667,-147.59556
61.26667,-149.65
66.98333,-160.43333
64.93389,-161.15806
64.31667,-158.73333
70.33333,-150.93333
70.21,-151.00556
66.61667,-160
52.71667,174.11667
67.73333,-164.55
61.57194,-149.54056
65.6975,-156.35111
61.8453,-165.5713
61.8643,-162.0261
63.019,-154.358
63.48954,-162.11203
61.775,-161.3194
70.4673,-157.4357
64.3711,-161.224
66.8175,-161.0223
66.8881,-157.1624
65.6226,-168.0949
65.2404,-166.3393
60.7903,-161.4437
60.906,-162.4406
70.136,-146.2901
13.58333,144.93333
13.48395,144.79712
19.28333,166.65
27.84,-91.988
27.195,-90.027
29.229,-87.781
28.35,-88.26667
14.18333,145.25
15.11667,145.73333
14.98333,145.61667
61.25,-124.47
65.21667,-123.43333
61.31667,-117.6
61.77,-121.23
60.83,-115.78
68.30596,-133.5014
63.15,-117.26667
61.11667,-122.85
69.63333,-135.43333
68.75,-133.5
69.18333,-122.35
62.46667,-114.45
61.25,-123.75
73.00599,-85.003276
64.21667,-76.53333
61.13333,-100.9
63.75,-68.55
65.76667,-111.23333
75.37,-105.72
74.71667,-94.98333
74.72,-94.98
73.77,-105.28
65.88,-89.45
62.11667,-136.18333
60.76667,-137.58333
60.71667,-135.06667
67.1,-157.85
68.13361,-151.74333
61.17444,-149.99611
61.58139,-159.54278
68.11444,-145.57917
61.93333,-147.16667
61.41667,-149.51667
60.77972,-161.83778
64,-145.73333
71.28528,-156.76583
70.13389,-143.57694
66.91667,-151.51667
65.98222,-161.15194
60.49167,-145.47778
64.77639,-141.15083
60.57306,-151.245
64.54796,-149.08398
64.80389,-147.87611
66.56667,-145.26667
64.73333,-156.93333
63.76667,-171.73333
62.15,-145.45
62.88333,-149.83333
63.73333,-148.91667
62.05,-163.3
61.18333,-149.96667
62.96667,-155.61667
63.88056,-152.30056
62.0953,-163.6819
61.21667,-149.85
64.51194,-165.445
62.96111,-141.92889
66.88576,-162.60624
61.6,-149.08333
68.35,-166.8
69.71667,-163
62.1,-152.75
70.2,-148.46667
61.69735,-157.16712
63.68333,-170.5
60.48333,-151.03333
65.16667,-152.1
62.32056,-150.09361
70.31667,-149.58333
63.88333,-160.8
61.13333,-146.26667
67.56667,-162.98333
61.25306,-149.79389
64.65,-147.1
64.83667,-147.59556
61.26667,-149.65
66.98333,-160.43333
64.93389,-161.15806
64.31667,-158.73333
70.33333,-150.93333
70.21,-151.00556
66.61667,-160
52.71667,174.11667
67.73333,-164.55
61.57194,-149.54056
65.6975,-156.35111
61.8453,-165.5713
61.8643,-162.0261
63.019,-154.358
63.48954,-162.11203
61.775,-161.3194
70.4673,-157.4357
64.3711,-161.224
66.8175,-161.0223
66.8881,-157.1624
65.6226,-168.0949
65.2404,-166.3393
60.7903,-161.4437
60.906,-162.4406
70.136,-146.2901
13.58333,144.93333
13.48395,144.79712
19.28333,166.65
27.84,-91.988
27.195,-90.027
29.229,-87.781
28.35,-88.26667
14.18333,145.25
15.11667,145.73333
14.98333,145.61667
61.25,-124.47
65.21667,-123.43333
61.31667,-117.6
61.77,-121.23
60.83,-115.78
68.30596,-133.5014
63.15,-117.26667
61.11667,-122.85
69.63333,-135.43333
68.75,-133.5
69.18333,-122.35
62.46667,-114.45
61.25,-123.75
73.00599,-85.003276
64.21667,-76.53333
61.13333,-100.9
63.75,-68.55
65.76667,-111.23333
75.37,-105.72
74.71667,-94.98333
74.72,-94.98
73.77,-105.28
65.88,-89.45
62.11667,-136.18333
60.76667,-137.58333
60.71667,-135.06667
67.1,-157.85
68.13361,-151.74333
61.17444,-149.99611
61.58139,-159.54278
68.11444,-145.57917
61.93333,-147.16667
61.41667,-149.51667
60.77972,-161.83778
64,-145.73333
71.28528,-156.76583
70.13389,-143.57694
66.91667,-151.51667
65.98222,-161.15194
60.49167,-145.47778
64.77639,-141.15083
60.57306,-151.245
64.54796,-149.08398
64.80389,-147.87611
66.56667,-145.26667
64.73333,-156.93333
63.76667,-171.73333
62.15,-145.45
62.88333,-149.83333
63.73333,-148.91667
62.05,-163.3
61.18333,-149.96667
62.96667,-155.61667
63.88056,-152.30056
62.0953,-163.6819
61.21667,-149.85
64.51194,-165.445
62.96111,-141.92889
66.88576,-162.60624
61.6,-149.08333
68.35,-166.8
69.71667,-163
62.1,-152.75
70.2,-148.46667
61.69735,-157.16712
63.68333,-170.5
60.48333,-151.03333
65.16667,-152.1
62.32056,-150.09361
70.31667,-149.58333
63.88333,-160.8
61.13333,-146.26667
67.56667,-162.98333
61.25306,-149.79389
64.65,-147.1
64.83667,-147.59556
61.26667,-149.65
66.98333,-160.43333
64.93389,-161.15806
64.31667,-158.73333
70.33333,-150.93333
70.21,-151.00556
66.61667,-160
52.71667,174.11667
67.73333,-164.55
61.57194,-149.54056
65.6975,-156.35111
61.8453,-165.5713
61.8643,-162.0261
63.019,-154.358
63.48954,-162.11203
61.775,-161.3194
70.4673,-157.4357
64.3711,-161.224
66.8175,-161.0223
66.8881,-157.1624
65.6226,-168.0949
65.2404,-166.3393
60.7903,-161.4437
60.906,-162.4406
70.136,-146.2901
13.58333,144.93333
13.48395,144.79712
19.28333,166.65
27.84,-91.988
27.195,-90.027
29.229,-87.781
28.35,-88.26667
14.18333,145.25
15.11667,145.73333
14.98333,145.61667
61.25,-124.47
65.21667,-123.43333
61.31667,-117.6
61.77,-121.23
60.83,-115.78
68.30596,-133.5014
63.15,-117.26667
61.11667,-122.85
69.63333,-135.43333
68.75,-133.5
69.18333,-122.35
62.46667,-114.45
61.25,-123.75
73.00599,-85.003276
64.21667,-76.53333
61.13333,-100.9
63.75,-68.55
65.76667,-111.23333
75.37,-105.72
74.71667,-94.98333
74.72,-94.98
73.77,-105.28
65.88,-89.45
62.11667,-136.18333
60.76667,-137.58333
60.71667,-135.06667
67.1,-157.85
68.13361,-151.74333
61.17444,-149.99611
61.58139,-159.54278
68.11444,-145.57917
61.93333,-147.16667
61.41667,-149.51667
60.77972,-161.83778
64,-145.73333
71.28528,-156.76583
70.13389,-143.57694
66.91667,-151.51667
65.98222,-161.15194
60.49167,-145.47778
64.77639,-141.15083
60.57306,-151.245
64.54796,-149.08398
64.80389,-147.87611
